hogar_id,conglome,vivienda,hogar,ubigeo,factor_expansion_anual,target_pobreza_monetaria_bin,acceso_internet_hogar_derivado,internet_hogar_enaho,dispositivo_servicio_digital_1,dispositivo_servicio_digital_2,dispositivo_servicio_digital_3,edad_jefe,num_adultos_65_mas,num_ninos_0_5,num_ninos_6_16,sexo_jefe_bin,tam_hogar,al_menos_un_6_16_no_asiste,al_menos_un_6_16_no_matriculado,hogar_con_ninos_no_asisten,hogar_con_ninos_no_matriculados,nivel_educativo_jefe_cat,nivel_educativo_jefe_ord,num_6_16_no_asisten,num_6_16_no_matriculados,al_menos_un_ingreso_laboral_hogar,jefe_con_ingreso_laboral,num_miembros_con_ingreso_laboral,num_perceptores_hogar,acceso_electricidad,usa_combustible_limpio,usa_combustible_precario,combustible_principal_cocina,es_area_rural,estrato_geografico,al_menos_un_enfermedad_4_sem,al_menos_un_sintoma_4_sem,health_no_attention,num_miembros_afiliados_essalud,num_miembros_con_enfermedad_4_sem,num_miembros_con_sintoma_4_sem,num_miembros_sin_atencion_salud,acceso_agua_red,acceso_desague_red,agua_disponible_diaria,agua_potable_reportada,agua_segura_proxy,saneamiento_inadecuado,material_piso_cat,tipo_vivienda,material_pared,material_techo,num_habitaciones,tenencia_vivienda,piso_precario,ingreso_neto_total_hogar,monto_total_transferencias_publicas,monto_total_programas_sociales_alimentarios,monto_total_programas_sociales_no_alimentarios,recibe_programa_social_alimentario,recibe_programa_social_no_alimentario,monto_bono_alimentario,monto_apoyo_ollas_comunes,monto_ingresos_gastos_ollas_comunes,monto_juntos,monto_otras_transferencias_publicas,monto_pension_65,monto_beca_18,monto_bono_gas,monto_bono_electricidad,monto_bono_onp_jubilados,monto_programa_contigo,monto_bono_yanapay
040104_015656_001_11,015656,001,11,040104,297.66895,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,46.0,0,0,1,1,3,0,0,0,0,superior no universitaria completa,8.0,0,0,1,0,1,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,0,0,0,0,0,0,0,0,0,1,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,22332.0859375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015656_028_11,015656,028,11,040104,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,50.0,1,0,0,1,5,0,0,0,0,primaria incompleta,3.0,0,0,1,1,4,5,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,1,1,4,4,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,60480.59375,1795,0.0,1795,0,1,0,0.0,0.0,0,0,1795,0,0,0,0,0,0
040104_015656_038_11,015656,038,11,040104,297.66895,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,47.0,0,0,1,1,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,4,1,1,1,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",4.0,"propia, totalmente pagada",0,66654.5625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040104_015656_045_11,015656,045,11,040104,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,pase,74.0,2,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,0,0,0,2,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,1,2,2,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,14498.37890625,9573,0.0,9573,0,1,0,0.0,0.0,0,9573,0,0,0,0,0,0,0
040104_015656_061_11,015656,061,11,040104,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,pase,43.0,0,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 500 000 a más habitantes,1,1,1,2,2,1,1,0,0,0,0,0,1,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,41055.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040208_015663_011_11,015663,011,11,040208,192.6472,0,1,conexion a internet,pase,conexion movil post pago control,pase,51.0,0,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,0,0,0,0,cemento,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,28558.51953125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040208_015663_025_11,015663,025,11,040208,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,30.0,0,1,1,0,3,0,0,0,0,primaria completa,4.0,0,0,0,0,0,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,0,0,0,2,0,1,1,0,0,0,0,cemento,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",2.0,cedida por otro hogar o institucion,0,24944.6875,1197,0.0,1197,0,1,0,0.0,0.0,1197,0,0,0,0,0,0,0,0
040208_015663_036_11,015663,036,11,040208,192.6472,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,43.0,0,0,2,0,4,0,0,0,0,primaria incompleta,3.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,3,3,1,1,0,1,1,0,cemento,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,27727.869140625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040208_015663_058_11,015663,058,11,040208,192.6472,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,43.0,0,0,1,1,4,0,0,0,0,secundaria incompleta,5.0,0,0,1,1,2,3,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,0,0,0,3,0,1,1,0,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,"propia, totalmente pagada",0,39872.2421875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040208_015663_073_11,015663,073,11,040208,192.6472,0,1,conexion a internet,pase,conexion movil post pago control,pase,21.0,0,0,1,0,3,0,0,0,0,secundaria completa,6.0,0,0,1,0,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,3,3,1,1,0,0,0,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,alquilada,0,55927.86328125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040208_015663_085_11,015663,085,11,040208,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,55.0,0,0,0,0,3,0,0,0,0,sin nivel,1.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,0,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,42734.35546875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015693_013_11,015693,013,11,040108,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,45.0,0,0,1,0,4,0,0,0,0,primaria incompleta,3.0,0,0,1,1,2,2,1,0,1,otro,0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,41213.35546875,31,0.0,31,0,1,0,0.0,0.0,0,0,0,0,0,31,0,0,0
040108_015693_039_11,015693,039,11,040108,192.6472,1,0,pase,,,,88.0,1,0,0,0,2,0,0,0,0,primaria incompleta,3.0,0,0,0,0,0,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,0,0,0,0,0,0,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,"propia, totalmente pagada",0,5782.52783203125,1857,0.0,1857,0,1,0,0.0,0.0,0,0,0,0,0,62,0,1795,0
040108_015693_048_11,015693,048,11,040108,192.6472,1,0,pase,,,,70.0,2,0,0,0,2,0,0,0,0,sin nivel,1.0,0,0,0,0,0,2,1,0,1,otro,0, de 20 000 a 49 999 habitantes,1,1,1,0,1,1,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,4.0,"propia, totalmente pagada",0,7142.70458984375,31,0.0,31,0,1,0,0.0,0.0,0,0,0,0,0,31,0,0,0
040108_015693_064_11,015693,064,11,040108,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,32.0,1,0,1,0,4,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,1,3,3,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,3,1,1,1,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,"propia, totalmente pagada",0,70549.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_015693_075_11,015693,075,11,040108,192.6472,0,0,pase,,,,60.0,0,0,0,0,1,0,0,0,0,sin nivel,1.0,0,0,1,1,1,1,1,0,1,otro,0, de 20 000 a 49 999 habitantes,0,0,0,0,0,0,0,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,"propia, totalmente pagada",0,10743.228515625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040520_015695_012_11,015695,012,11,040520,265.69296,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,42.0,0,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,1,0,1,1,1,1,1,1,1,0,"losetas, terrazos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,1.0,alquilada,0,31097.130859375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040520_015695_025_11,015695,025,11,040520,265.69296,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,44.0,0,1,2,0,4,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,1,1,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,4,1,1,1,1,1,1,1,1,0,"laminas asfalticas, vinilicos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,3.0,"propia, totalmente pagada",0,47415.73046875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040520_015695_062_11,015695,062,11,040520,265.69296,0,1,conexion a internet,pase,conexion movil post pago control,pase,73.0,2,0,1,1,5,0,0,0,0,primaria completa,4.0,0,0,1,1,4,4,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,2,1,4,3,1,1,1,1,1,0,cemento,vivienda en quinta,ladrillo o bloque de cemento,concreto armado,7.0,"propia, totalmente pagada",0,77058.078125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040520_015695_075_11,015695,075,11,040520,265.69296,0,1,conexion a internet,pase,conexion movil post pago control,pase,30.0,0,0,0,1,1,0,0,0,0,superior universitaria incompleta,9.0,0,0,0,0,0,1,1,1,0,electricidad,0, de 20 000 a 49 999 habitantes,0,0,1,0,0,0,1,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,1.0,alquilada,0,10779.4384765625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040520_015695_088_11,015695,088,11,040520,265.69296,0,1,conexion a internet,pase,conexion movil post pago control,pase,54.0,0,1,2,1,5,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,0,0,5,1,0,0,1,1,1,1,1,0,"losetas, terrazos o similares",departamento en edificio,ladrillo o bloque de cemento,concreto armado,4.0,cedida por otro hogar o institucion,0,49150.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040520_015695_099_11,015695,099,11,040520,265.69296,0,1,conexion a internet,conexion fija,conexion movil post pago control,pase,37.0,0,1,0,1,3,0,0,0,0,superior universitaria completa,10.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,1,2,1,1,1,1,1,0,"losetas, terrazos o similares",casa independiente,ladrillo o bloque de cemento,concreto armado,5.0,alquilada,0,84765.2890625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040206_015750_133_11,015750,133,11,040206,69.16694,0,1,conexion a internet,conexion fija,pase,conexion movil prepago,43.0,0,0,2,1,5,0,0,0,0,primaria incompleta,3.0,0,0,1,1,1,2,1,0,1,otro,1,area de empadronamiento rural (aer) compuesto,1,1,1,0,2,3,2,1,1,0,0,0,0,tierra,casa independiente,otro material,"planchas de calamina, fibra de cemento o similares",1.0,"propia, totalmente pagada",1,17484.28515625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040206_015750_134_11,015750,134,11,040206,69.16694,1,0,pase,,,,82.0,1,0,0,1,1,0,0,0,0,primaria incompleta,3.0,0,0,0,0,0,1,0,0,1,otro,1,area de empadronamiento rural (aer) compuesto,0,1,0,0,0,1,0,0,0,0,0,0,0,tierra,choza o cabaña,quincha (caña con barro),caña o estera con torta de barro o cemento,1.0,cedida por otro hogar o institucion,1,2319.01708984375,1792,0.0,1792,0,1,0,0.0,0.0,0,0,1792,0,0,0,0,0,0
040206_015750_135_11,015750,135,11,040206,69.16694,0,1,conexion a internet,pase,pase,conexion movil prepago,42.0,0,0,0,1,1,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,1,1,0,gas (balon glp),1,area de empadronamiento rural (aer) compuesto,1,1,1,0,1,1,1,1,1,0,0,0,0,tierra,casa independiente,quincha (caña con barro),caña o estera con torta de barro o cemento,3.0,"propia, totalmente pagada",1,35227.49609375,298,0.0,298,0,1,0,0.0,0.0,0,0,0,0,298,0,0,0,0
040206_015750_136_11,015750,136,11,040206,69.16694,1,1,conexion a internet,conexion fija,pase,conexion movil prepago,31.0,0,0,4,0,6,0,0,0,0,secundaria incompleta,5.0,0,0,1,1,2,2,1,1,0,gas (balon glp),1,area de empadronamiento rural (aer) compuesto,1,1,1,0,2,2,4,1,1,0,1,1,0,tierra,casa independiente,otro material,"planchas de calamina, fibra de cemento o similares",4.0,cedida por otro hogar o institucion,1,59017.796875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040206_015750_273_11,015750,273,11,040206,69.16694,0,0,pase,,,,77.0,1,0,0,1,1,0,0,0,0,sin nivel,1.0,0,0,1,1,1,1,0,1,0,gas (balon glp),1,area de empadronamiento rural (aer) compuesto,1,1,1,1,1,1,1,0,0,0,0,0,1,cemento,casa independiente,"madera (pona, tornillo, etc)","planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,14719.1923828125,10133,0.0,10133,0,1,0,0.0,0.0,0,10133,0,0,0,0,0,0,0
040206_015750_275_11,015750,275,11,040206,69.16694,0,1,conexion a internet,pase,pase,conexion movil prepago,70.0,2,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,1,1,0,1,0,gas (balon glp),1,area de empadronamiento rural (aer) compuesto,0,0,0,2,0,0,0,0,0,0,0,0,0,cemento,casa independiente,otro material,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,22704.572265625,10610,0.0,10610,0,1,0,0.0,0.0,0,10610,0,0,0,0,0,0,0
040517_015758_007_11,015758,007,11,040517,162.4808,1,1,conexion a internet,pase,pase,conexion movil prepago,62.0,0,2,0,0,4,0,0,0,0,primaria incompleta,3.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 500 a 1 999 habitantes,1,1,1,1,3,3,2,1,1,1,1,1,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,16908.0,1527,0.0,1527,0,1,0,0.0,0.0,1197,0,0,0,299,31,0,0,0
040517_015758_016_11,015758,016,11,040517,162.4808,1,0,pase,,,,77.0,1,0,0,0,1,0,0,0,0,sin nivel,1.0,0,0,0,0,0,1,1,0,0,9.0,0, de 500 a 1 999 habitantes,1,0,0,0,1,0,0,1,1,1,1,1,0,tierra,casa independiente,piedra o sillar con cal o cemento,"planchas de calamina, fibra de cemento o similares",1.0,cedida por otro hogar o institucion,1,3933.17626953125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040517_015758_035_11,015758,035,11,040517,162.4808,1,1,conexion a internet,pase,pase,conexion movil prepago,19.0,0,1,0,0,3,0,0,0,0,secundaria incompleta,5.0,0,0,1,0,1,1,1,1,0,gas (balon glp),0, de 500 a 1 999 habitantes,1,1,0,0,1,2,0,1,1,1,1,1,0,tierra,casa independiente,adobe,"planchas de calamina, fibra de cemento o similares",1.0,"propia, totalmente pagada",1,20677.560546875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040517_015758_038_11,015758,038,11,040517,162.4808,1,1,conexion a internet,pase,pase,conexion movil prepago,45.0,0,2,3,1,7,0,0,0,0,primaria completa,4.0,0,0,1,1,2,2,1,0,1,otro,0, de 500 a 1 999 habitantes,1,1,0,0,1,1,0,1,1,1,1,1,0,cemento,casa independiente,piedra o sillar con cal o cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,25998.0859375,1527,0.0,1527,0,1,0,0.0,0.0,1197,0,0,0,299,31,0,0,0
040517_015758_048_11,015758,048,11,040517,162.4808,1,0,pase,,,,72.0,1,0,0,1,2,0,0,0,0,primaria completa,4.0,0,0,0,0,0,1,1,0,1,otro,0, de 500 a 1 999 habitantes,0,0,0,0,0,0,0,1,1,1,0,0,0,tierra,casa independiente,adobe,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",1,15340.302734375,31,0.0,31,0,1,0,0.0,0.0,0,0,0,0,0,31,0,0,0
040517_015758_054_11,015758,054,11,040517,162.4808,1,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,47.0,0,1,0,0,4,0,0,0,0,primaria completa,4.0,0,0,0,0,0,3,1,1,0,gas (balon glp),0, de 500 a 1 999 habitantes,1,1,1,1,3,3,3,0,0,0,0,0,1,cemento,casa independiente,adobe,"planchas de calamina, fibra de cemento o similares",1.0,"propia, totalmente pagada",0,35193.98828125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040517_015758_065_11,015758,065,11,040517,162.4808,1,1,conexion a internet,pase,pase,conexion movil prepago,52.0,0,0,0,1,3,0,0,0,0,primaria completa,4.0,0,0,1,1,3,3,1,0,0,9.0,0, de 500 a 1 999 habitantes,0,0,0,0,0,0,0,1,1,1,1,1,0,"madera (pona, tornillo, etc)",casa independiente,adobe,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,34233.9375,330,0.0,330,0,1,0,0.0,0.0,0,0,0,0,299,31,0,0,0
040517_015758_077_11,015758,077,11,040517,162.4808,0,1,conexion a internet,pase,pase,conexion movil prepago,61.0,0,1,1,1,6,0,0,0,0,primaria completa,4.0,0,0,1,0,3,3,1,1,0,gas (balon glp),0, de 500 a 1 999 habitantes,1,1,1,0,6,5,3,1,1,1,1,1,0,cemento,casa independiente,piedra con barro,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,30882.8515625,1527,441.2,1527,1,1,0,0.0,441.2,1197,0,0,0,299,31,0,0,0
040406_015764_005_11,015764,005,11,040406,162.4808,0,1,conexion a internet,pase,conexion movil post pago control,conexion movil prepago,64.0,0,0,0,1,3,0,0,0,0,sin nivel,1.0,0,0,1,0,1,2,0,0,0,9.0,1,area de empadronamiento rural (aer) simple,0,1,1,0,0,2,2,0,0,0,0,0,0,tierra,casa independiente,piedra con barro,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",1,35345.80078125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040406_015764_006_11,015764,006,11,040406,162.4808,0,1,conexion a internet,pase,pase,conexion movil prepago,42.0,0,0,1,0,3,0,0,0,0,primaria incompleta,3.0,0,0,1,1,2,2,0,0,1,otro,1,area de empadronamiento rural (aer) simple,0,1,1,0,0,1,1,0,0,0,0,0,0,cemento,casa independiente,adobe,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,13503.32421875,1194,0.0,1194,0,1,0,0.0,0.0,1194,0,0,0,0,0,0,0,0
040406_015764_007_11,015764,007,11,040406,162.4808,0,1,conexion a internet,pase,pase,conexion movil prepago,62.0,0,0,0,0,1,0,0,0,0,sin nivel,1.0,0,0,0,0,0,1,0,0,0,9.0,1,area de empadronamiento rural (aer) simple,1,1,1,0,1,1,1,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,11798.51171875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040406_015764_017_11,015764,017,11,040406,162.4808,1,1,conexion a internet,pase,pase,conexion movil prepago,41.0,1,0,0,1,4,0,0,0,0,primaria completa,4.0,0,0,1,1,2,3,0,0,0,9.0,1,area de empadronamiento rural (aer) simple,0,1,1,0,0,4,4,0,0,0,0,0,1,tierra,casa independiente,piedra con barro,"planchas de calamina, fibra de cemento o similares",1.0,"propia, totalmente pagada",1,55394.4296875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040406_015764_018_11,015764,018,11,040406,162.4808,0,0,pase,,,,73.0,1,0,0,1,1,0,0,0,0,primaria incompleta,3.0,0,0,0,0,0,1,0,0,1,otro,1,area de empadronamiento rural (aer) simple,0,1,1,0,0,1,1,0,0,0,0,0,0,cemento,casa independiente,piedra con barro,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",0,22179.912109375,8945,0.0,8945,0,1,0,0.0,0.0,0,7153,1792,0,0,0,0,0,0
040406_015764_021_11,015764,021,11,040406,162.4808,1,0,pase,,,,85.0,1,0,0,0,1,0,0,0,0,sin nivel,1.0,0,0,0,0,0,1,0,0,0,9.0,1,area de empadronamiento rural (aer) simple,0,1,1,0,0,1,1,0,0,0,0,0,0,tierra,casa independiente,piedra con barro,"planchas de calamina, fibra de cemento o similares",2.0,"propia, totalmente pagada",1,9360.197265625,1792,0.0,1792,0,1,0,0.0,0.0,0,0,1792,0,0,0,0,0,0
040406_015764_033_11,015764,033,11,040406,162.4808,0,0,pase,,,,55.0,0,0,0,1,1,0,0,0,0,primaria incompleta,3.0,0,0,0,0,0,1,0,0,0,9.0,1,area de empadronamiento rural (aer) simple,0,1,1,0,0,1,1,0,0,0,0,0,0,tierra,casa independiente,piedra con barro,"planchas de calamina, fibra de cemento o similares",2.0,cedida por otro hogar o institucion,1,20856.671875,275,275.0,0,1,0,275,0.0,0.0,0,0,0,0,0,0,0,0,0
040406_015764_035_11,015764,035,11,040406,162.4808,1,1,conexion a internet,pase,pase,conexion movil prepago,35.0,0,1,4,1,7,0,0,0,0,primaria completa,4.0,0,0,1,1,2,2,0,0,0,9.0,1,area de empadronamiento rural (aer) simple,1,1,1,0,6,7,2,0,0,0,0,0,1,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",4.0,"propia, totalmente pagada",0,14109.8193359375,298,0.0,298,0,1,0,0.0,0.0,0,0,0,0,298,0,0,0,0
040108_020503_013_11,020503,013,11,040108,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,34.0,0,0,0,1,2,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,0,1,1,2,0,0,0,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",1.0,alquilada,0,26501.73828125,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_020503_029_11,020503,029,11,040108,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,28.0,0,1,1,0,4,0,0,0,0,secundaria completa,6.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,1,1,2,1,1,1,0,0,1,0,0,1,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,35442.01171875,31,0.0,31,0,1,0,0.0,0.0,0,0,0,0,0,31,0,0,0
040108_020503_042_11,020503,042,11,040108,192.6472,0,0,pase,,,,67.0,1,0,0,1,1,0,0,0,0,sin nivel,1.0,0,0,0,0,0,1,0,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,0,0,0,0,0,0,0,0,1,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",1.0,"propia, por invasion",0,6812.791015625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_020503_057_11,020503,057,11,040108,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,22.0,0,0,0,1,2,0,0,0,0,superior no universitaria incompleta,7.0,0,0,1,1,2,2,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,0,0,2,2,0,0,1,0,0,1,tierra,casa independiente,triplay/calamina/estera,"planchas de calamina, fibra de cemento o similares",1.0,cedida por otro hogar o institucion,1,23415.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_020503_072_11,020503,072,11,040108,192.6472,1,1,conexion a internet,conexion fija,conexion movil post pago control,conexion movil prepago,57.0,1,1,1,0,7,0,0,0,0,primaria incompleta,3.0,0,0,1,0,4,4,1,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,0,1,1,3,0,2,2,0,1,1,1,0,0,cemento,casa independiente,ladrillo o bloque de cemento,concreto armado,2.0,"propia, totalmente pagada",0,50486.91796875,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040108_020503_116_11,020503,116,11,040108,192.6472,0,1,conexion a internet,pase,pase,conexion movil prepago,59.0,0,0,0,0,1,0,0,0,0,sin nivel,1.0,0,0,1,1,1,1,1,0,1,otro,0, de 20 000 a 49 999 habitantes,0,1,1,0,0,1,1,0,1,1,1,0,0,cemento,"vivienda en casa de vecindad (callejon, solar o corralon)",ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",2.0,"propia, por invasion",0,6805.9208984375,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
040128_020529_001_11,020529,001,11,040128,297.66895,0,1,conexion a internet,pase,conexion movil post pago control,pase,42.0,0,1,1,1,4,0,0,0,0,superior no universitaria completa,8.0,0,0,1,1,1,1,0,1,0,gas (balon glp),0, de 20 000 a 49 999 habitantes,1,0,1,4,4,0,2,0,0,0,0,0,0,cemento,casa independiente,ladrillo o bloque de cemento,"planchas de calamina, fibra de cemento o similares",3.0,"propia, totalmente pagada",0,38238.81640625,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
